index,id,original_title,genres,keywords,cast,director,combine
83,79698,The Lovers,Action Adventure Science Fiction Romance,,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9,Action Adventure Science Fiction Romance  Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha BasuRoland Joff\u00e9
84,64686,47 Ronin,Drama Action Adventure Fantasy,japan suicide samurai based on true story samurai sword,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch,Drama Action Adventure Fantasy japan suicide samurai based on true story samurai sword Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min TanakaCarl Rinsch
85,100402,Captain America: The Winter Soldier,Action Adventure Science Fiction,washington d.c. future shield marvel comic superhero,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo,Action Adventure Science Fiction washington d.c. future shield marvel comic superhero Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian StanAnthony Russo
86,10192,Shrek Forever After,Comedy Adventure Fantasy Animation Family,ogre 3d,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell,Comedy Adventure Fantasy Animation Family ogre 3d Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie AndrewsMike Mitchell
87,158852,Tomorrowland,Adventure Family Mystery Science Fiction,inventor apocalypse destiny imax dreamer,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird,Adventure Family Mystery Science Fiction inventor apocalypse destiny imax dreamer Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh LaurieBrad Bird
88,177572,Big Hero 6,Adventure Family Animation Action Comedy,brother brother relationship hero talent revenge best friend,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams,Adventure Family Animation Action Comedy brother brother relationship hero talent revenge best friend Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie ChungChris Williams
89,82690,Wreck-It Ralph,Family Animation Comedy Adventure,support group product placement bullying racing arcade,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore,Family Animation Comedy Adventure support group product placement bullying racing arcade John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan TudykRich Moore
90,5255,The Polar Express,Adventure Animation Family Fantasy,santa claus nerd faith gift bell,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis,Adventure Animation Family Fantasy santa claus nerd faith gift bell Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie DeezenRobert Zemeckis
91,47933,Independence Day: Resurgence,Action Adventure Science Fiction,alternate history alien invasion,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich,Action Adventure Science Fiction alternate history alien invasion Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela WardRoland Emmerich
92,10191,How to Train Your Dragon,Fantasy Adventure Animation Family,flying blacksmith arena island night,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders,Fantasy Adventure Animation Family flying blacksmith arena island night Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah HillChris Sanders
93,296,Terminator 3: Rise of the Machines,Action Thriller Science Fiction,saving the world artificial intelligence man vs machine cyborg killer robot,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow,Action Thriller Science Fiction saving the world artificial intelligence man vs machine cyborg killer robot Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David AndrewsJonathan Mostow
94,118340,Guardians of the Galaxy,Action Science Fiction Adventure,marvel comic spaceship space outer space orphan,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn,Action Science Fiction Adventure marvel comic spaceship space outer space orphan Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley CooperJames Gunn
95,157336,Interstellar,Adventure Drama Science Fiction,saving the world artificial intelligence father son relationship single parent nasa,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan,Adventure Drama Science Fiction saving the world artificial intelligence father son relationship single parent nasa Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey AffleckChristopher Nolan
96,27205,Inception,Action Thriller Science Fiction Mystery Adventure,loss of lover dream kidnapping sleep subconsciousness,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan,Action Thriller Science Fiction Mystery Adventure loss of lover dream kidnapping sleep subconsciousness Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken WatanabeChristopher Nolan
97,315011,シン・ゴジラ,Action Adventure Drama Horror Science Fiction,monster godzilla giant monster destruction kaiju,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno,Action Adventure Drama Horror Science Fiction monster godzilla giant monster destruction kaiju Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo SatoruHideaki Anno
98,49051,The Hobbit: An Unexpected Journey,Adventure Fantasy Action,riddle elves dwarves orcs middle-earth (tolkien),Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson,Adventure Fantasy Action riddle elves dwarves orcs middle-earth (tolkien) Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate BlanchettPeter Jackson
99,9799,The Fast and the Furious,Action Crime Thriller,street gang car race undercover auto-tuning los angeles,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen,Action Crime Thriller street gang car race undercover auto-tuning los angeles Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick YuneRob Cohen
100,4922,The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance,diary navy funeral tea travel,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher,Fantasy Drama Thriller Mystery Romance diary navy funeral tea travel Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle FanningDavid Fincher
101,49538,X-Men: First Class,Action Science Fiction Adventure,cia mutant mine marvel comic superhero,James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose Byrne,Matthew Vaughn,Action Science Fiction Adventure cia mutant mine marvel comic superhero James McAvoy Michael Fassbender Jennifer Lawrence Kevin Bacon Rose ByrneMatthew Vaughn
102,131634,The Hunger Games: Mockingjay - Part 2,Action Adventure Science Fiction,revolution strong woman dystopia game of death 3d,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence,Action Adventure Science Fiction revolution strong woman dystopia game of death 3d Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth BanksFrancis Lawrence
103,27022,The Sorcerer's Apprentice,Fantasy Adventure Action Comedy Drama,witch fire wolf fountain magic,Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa Palmer,Jon Turteltaub,Fantasy Adventure Action Comedy Drama witch fire wolf fountain magic Nicolas Cage Jay Baruchel Monica Bellucci Alfred Molina Teresa PalmerJon Turteltaub
104,503,Poseidon,Adventure Action Drama Thriller,new year's eve fire drowning cataclysm loss of father,Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy Rossum,Wolfgang Petersen,Adventure Action Drama Thriller new year's eve fire drowning cataclysm loss of father Kurt Russell Richard Dreyfuss Josh Lucas Jacinda Barrett Emmy RossumWolfgang Petersen
105,241259,Alice Through the Looking Glass,Fantasy,based on novel clock queen sequel alice in wonderland,Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan Rickman,James Bobin,Fantasy based on novel clock queen sequel alice in wonderland Johnny Depp Mia Wasikowska Anne Hathaway Helena Bonham Carter Alan RickmanJames Bobin
106,810,Shrek the Third,Fantasy Adventure Animation Comedy Family,ambush sadness stage liberation of prisoners island,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,Chris Miller,Fantasy Adventure Animation Comedy Family ambush sadness stage liberation of prisoners island Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio BanderasChris Miller
107,68735,Warcraft,Action Adventure Fantasy,video game elves orcs magic chase,Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic Cooper,Duncan Jones,Action Adventure Fantasy video game elves orcs magic chase Paula Patton Travis Fimmel Ben Foster Robert Kazinsky Dominic CooperDuncan Jones
108,87101,Terminator Genisys,Science Fiction Action Thriller Adventure,saving the world artificial intelligence cyborg killer robot future,Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. Simmons,Alan Taylor,Science Fiction Action Thriller Adventure saving the world artificial intelligence cyborg killer robot future Arnold Schwarzenegger Jason Clarke Emilia Clarke Jai Courtney J.K. SimmonsAlan Taylor
109,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure Family Fantasy,based on novel magic good vs evil king narnia,Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur Angel,Michael Apted,Adventure Family Fantasy based on novel magic good vs evil king narnia Skandar Keynes Georgie Henley Simon Pegg Gary Sweet Arthur AngelMichael Apted
110,676,Pearl Harbor,History Romance War,nurse patriotism hawaii world war ii pilot,Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon Voight,Michael Bay,History Romance War nurse patriotism hawaii world war ii pilot Ben Affleck Josh Hartnett Kate Beckinsale Cuba Gooding Jr. Jon VoightMichael Bay
111,1858,Transformers,Adventure Science Fiction Action,destroy transformation alien based on toy transformers,Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese Gibson,Michael Bay,Adventure Science Fiction Action destroy transformation alien based on toy transformers Shia LaBeouf Josh Duhamel Megan Fox Rachael Taylor Tyrese GibsonMichael Bay
112,1966,Alexander,War History Action Adventure Drama,aristotle egypt greece persia elephant,Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys Meyers,Oliver Stone,War History Action Adventure Drama aristotle egypt greece persia elephant Colin Farrell Angelina Jolie Val Kilmer Jared Leto Jonathan Rhys MeyersOliver Stone
113,675,Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery,prophecy witch loss of lover magic cutting the cord,Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes,David Yates,Adventure Fantasy Family Mystery prophecy witch loss of lover magic cutting the cord Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph FiennesDavid Yates
114,674,Harry Potter and the Goblet of Fire,Adventure Fantasy Family,magic dying and death broom sorcerer's apprentice school of witchcraft,Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon,Mike Newell,Adventure Fantasy Family magic dying and death broom sorcerer's apprentice school of witchcraft Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael GambonMike Newell
115,8960,Hancock,Fantasy Action,flying alcohol love of one's life forbidden love lovers,Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan,Peter Berg,Fantasy Action flying alcohol love of one's life forbidden love lovers Will Smith Charlize Theron Jason Bateman Jae Head Eddie MarsanPeter Berg
116,6479,I Am Legend,Drama Horror Action Thriller Science Fiction,saving the world lost civilisation post-apocalyptic dystopia matter of life and death,Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith,Francis Lawrence,Drama Horror Action Thriller Science Fiction saving the world lost civilisation post-apocalyptic dystopia matter of life and death Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow SmithFrancis Lawrence
117,118,Charlie and the Chocolate Factory,Adventure Comedy Family Fantasy,london england father son relationship chocolate factory worker based on novel,Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter,Tim Burton,Adventure Comedy Family Fantasy london england father son relationship chocolate factory worker based on novel Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia WinterTim Burton
118,2062,Ratatouille,Animation Comedy Family Fantasy,paris brother brother relationship expensive restaurant river cook,Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn,Jan Pinkava,Animation Comedy Family Fantasy paris brother brother relationship expensive restaurant river cook Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter SohnJan Pinkava
119,272,Batman Begins,Action Crime Drama,himalaya martial arts dc comics crime fighter secret identity,Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman,Christopher Nolan,Action Crime Drama himalaya martial arts dc comics crime fighter secret identity Christian Bale Michael Caine Liam Neeson Katie Holmes Gary OldmanChristopher Nolan
120,10527,Madagascar: Escape 2 Africa,Family Animation,africa jealousy dance hunger lion,Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer,Eric Darnell,Family Animation africa jealousy dance hunger lion Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the EntertainerEric Darnell
121,18360,Night at the Museum: Battle of the Smithsonian,Adventure Fantasy Action Comedy Family,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams,Shawn Levy,Adventure Fantasy Action Comedy Family museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin WilliamsShawn Levy
122,2080,X-Men Origins: Wolverine,Adventure Action Thriller Science Fiction,corruption mutant boxer army marvel comic,Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds,Gavin Hood,Adventure Action Thriller Science Fiction corruption mutant boxer army marvel comic Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan ReynoldsGavin Hood
123,605,The Matrix Revolutions,Adventure Action Thriller Science Fiction,saving the world artificial intelligence man vs machine flying philosophy,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice,Lilly Wachowski,Adventure Action Thriller Science Fiction saving the world artificial intelligence man vs machine flying philosophy Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary AliceLilly Wachowski
124,109445,Frozen,Animation Adventure Family,queen musical princess betrayal snowman,Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana,Chris Buck,Animation Adventure Family queen musical princess betrayal snowman Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino FontanaChris Buck
125,604,The Matrix Reloaded,Adventure Action Thriller Science Fiction,saving the world artificial intelligence man vs machine martial arts kung fu,Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis,Lilly Wachowski,Adventure Action Thriller Science Fiction saving the world artificial intelligence man vs machine martial arts kung fu Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut BakaitisLilly Wachowski
